	app_id	name	category	rating	reviews	app_size_kb	installs	type	price	content_rating	last_updated	min_android_ver
2175	2175	TripIt: Travel Organizer	TRAVEL_AND_LOCAL	4.4	49190	25000	1000000	Free	0.0	Everyone	2018	5
2176	2176	CityMaps2Go Plan Trips Travel Guide Offline Maps	TRAVEL_AND_LOCAL	4.3	64713	58000	1000000	Free	0.0	Everyone	2018	5
2177	2177	Skyscanner	TRAVEL_AND_LOCAL	4.5	481545	29000	10000000	Free	0.0	Everyone	2018	4
2178	2178	World Travel Guide by Triposo	TRAVEL_AND_LOCAL	4.4	6012	81000	1000000	Free	0.0	Everyone	2018	4
2179	2179	Hostelworld: Hostels & Cheap Hotels Travel App	TRAVEL_AND_LOCAL	4.4	17878	28000	1000000	Free	0.0	Everyone	2018	4
2180	2180	GPS Map Free	TRAVEL_AND_LOCAL	4.0	33782	7600	10000000	Free	0.0	Everyone	2018	4
2181	2181	Offline Maps & Navigation	TRAVEL_AND_LOCAL	4.7	192641	33000	10000000	Free	0.0	Everyone	2018	4
2182	2182	GasBuddy: Find Cheap Gas	TRAVEL_AND_LOCAL	4.6	751551	42000	10000000	Free	0.0	Mature 17+	2018	4
2183	2183	Southwest Airlines	TRAVEL_AND_LOCAL	3.9	24781	8300	10000000	Free	0.0	Everyone	2018	6
2184	2184	AT&T Navigator: Maps, Traffic	TRAVEL_AND_LOCAL	3.6	32862	14000	10000000	Free	0.0	Everyone	2016	4
2185	2185	AirAsia	TRAVEL_AND_LOCAL	3.9	98585	37000	10000000	Free	0.0	Everyone	2018	4
2186	2186	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.1	136633	14000	10000000	Free	0.0	Everyone	2018	5
2187	2187	Allegiant	TRAVEL_AND_LOCAL	3.1	5572	21000	1000000	Free	0.0	Everyone	2018	4
2188	2188	Amtrak	TRAVEL_AND_LOCAL	3.7	16815	28000	1000000	Free	0.0	Everyone	2018	5
2189	2189	JAL (Domestic and international flights)	TRAVEL_AND_LOCAL	3.4	2277	27000	1000000	Free	0.0	Everyone	2018	4
2190	2190	VZ Navigator for Tablets	TRAVEL_AND_LOCAL	3.6	285	39000	1000000	Free	0.0	Everyone	2018	4
2191	2191	HSL - Tickets, route planner and information	TRAVEL_AND_LOCAL	3.3	256	17000	1000000	Free	0.0	Everyone	2018	5
2192	2192	VZ Navigator for Galaxy S4	TRAVEL_AND_LOCAL	3.0	2750	39000	10000000	Free	0.0	Everyone	2018	4
2193	2193	MAIN	TRAVEL_AND_LOCAL	3.6	7081	51000	1000000	Free	0.0	Everyone	2018	4
2194	2194	Yoriza Pension - travel, lodging, pension, camping, caravan, pool villas accommodation discount	TRAVEL_AND_LOCAL	4.8	17882	86000	1000000	Free	0.0	Everyone	2018	5
2195	2195	Yatra - Flights, Hotels, Bus, Trains & Cabs	TRAVEL_AND_LOCAL	4.5	251037	26000	10000000	Free	0.0	Everyone	2018	4
2196	2196	Fly Delta	TRAVEL_AND_LOCAL	3.7	27560	46000	10000000	Free	0.0	Everyone	2018	5
2197	2197	Skyscanner	TRAVEL_AND_LOCAL	4.5	481546	29000	10000000	Free	0.0	Everyone	2018	4
2198	2198	Despegar.com Hotels and Flights	TRAVEL_AND_LOCAL	4.4	150932	27000	10000000	Free	0.0	Everyone	2018	4
2199	2199	Navigation Plus	TRAVEL_AND_LOCAL	4.1	928	14000	1000000	Free	0.0	Everyone	2018	4
2200	2200	Poynt	TRAVEL_AND_LOCAL	4.0	26665	10000	10000000	Free	0.0	Everyone	2018	4
2201	2201	Gaode Map	TRAVEL_AND_LOCAL	3.9	13275	71000	1000000	Free	0.0	Everyone	2018	4
2202	2202	Priceline Hotel Deals, Rental Cars & Flights	TRAVEL_AND_LOCAL	4.4	48930	15000	10000000	Free	0.0	Everyone	2018	4
2203	2203	Free Radar Detector	TRAVEL_AND_LOCAL	4.3	15680	11000	1000000	Free	0.0	Everyone	2018	4
2204	2204	Where to travel - ticket. hotel. train ticket. car ticket. travel. tickets	TRAVEL_AND_LOCAL	4.2	5112	62000	1000000	Free	0.0	Everyone	2018	4
2205	2205	United Airlines	TRAVEL_AND_LOCAL	3.5	30447	80000	10000000	Free	0.0	Everyone	2018	5
2206	2206	NTES	TRAVEL_AND_LOCAL	4.3	165299	5400	10000000	Free	0.0	Everyone	2018	4
2207	2207	Where is my Train : Indian Railway & PNR Status	TRAVEL_AND_LOCAL	4.7	620534	9800	10000000	Free	0.0	Everyone	2018	4
2208	2208	Gormey: Find Best Restaurants	TRAVEL_AND_LOCAL	4.3	34	7600	1000	Free	0.0	Everyone	2017	4
2209	2209	Find Dining Restaurant Finder	TRAVEL_AND_LOCAL	4.1	427	26000	1000000	Free	0.0	Everyone	2016	4
2210	2210	Urbanspoon Restaurant Reviews	TRAVEL_AND_LOCAL	4.2	35560	13000	10000000	Free	0.0	Everyone	2016	4
2211	2211	Qatar Airways	TRAVEL_AND_LOCAL	4.3	11182	62000	1000000	Free	0.0	Everyone	2018	4
2212	2212	Hipmunk Hotels & Flights	TRAVEL_AND_LOCAL	4.3	16734	10000	1000000	Free	0.0	Everyone	2018	5
2213	2213	Priceline Hotel Deals, Rental Cars & Flights	TRAVEL_AND_LOCAL	4.4	48930	15000	10000000	Free	0.0	Everyone	2018	4
2214	2214	United Airlines	TRAVEL_AND_LOCAL	3.5	30447	80000	10000000	Free	0.0	Everyone	2018	5
2215	2215	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.1	136626	14000	10000000	Free	0.0	Everyone	2018	5
2216	2216	CWT To Go	TRAVEL_AND_LOCAL	4.4	20313	57000	1000000	Free	0.0	Everyone	2018	4
2217	2217	British Airways	TRAVEL_AND_LOCAL	4.2	25740	51000	1000000	Free	0.0	Everyone	2018	4
2218	2218	Southwest Airlines	TRAVEL_AND_LOCAL	3.9	24781	8300	10000000	Free	0.0	Everyone	2018	6
2219	2219	Cheap Flights & Hotels momondo	TRAVEL_AND_LOCAL	4.2	42546	24000	10000000	Free	0.0	Everyone	2018	4
2220	2220	JetBlue	TRAVEL_AND_LOCAL	4.4	24281	29000	1000000	Free	0.0	Everyone	2018	4
2221	2221	Flights	TRAVEL_AND_LOCAL	4.4	18039	3100	1000000	Free	0.0	Everyone	2018	4
2222	2222	Fly Delta	TRAVEL_AND_LOCAL	3.7	27560	46000	10000000	Free	0.0	Everyone	2018	5
2223	2223	The Emirates App	TRAVEL_AND_LOCAL	4.4	22748	55000	1000000	Free	0.0	Everyone	2018	5
2224	2224	KLM - Royal Dutch Airlines	TRAVEL_AND_LOCAL	3.7	7705	40000	1000000	Free	0.0	Everyone	2018	4
2225	2225	Skyscanner	TRAVEL_AND_LOCAL	4.5	481546	29000	10000000	Free	0.0	Everyone	2018	4
2226	2226	Lufthansa	TRAVEL_AND_LOCAL	3.6	14544	43000	1000000	Free	0.0	Everyone	2018	4
2227	2227	easyJet: Travel App	TRAVEL_AND_LOCAL	4.4	134895	50000	10000000	Free	0.0	Everyone	2018	4
2228	2228	LateRooms: Find Hotel Deals	TRAVEL_AND_LOCAL	4.1	2419	13000	1000000	Free	0.0	Everyone	2018	4
2229	2229	Priceline Hotel Deals, Rental Cars & Flights	TRAVEL_AND_LOCAL	4.4	48930	15000	10000000	Free	0.0	Everyone	2018	4
2230	2230	HOTEL DEALS	TRAVEL_AND_LOCAL	4.2	1609	4000	1000000	Free	0.0	Everyone	2018	4
2231	2231	Expedia Hotels, Flights & Car Rental Travel Deals	TRAVEL_AND_LOCAL	4.1	136626	14000	10000000	Free	0.0	Everyone	2018	5
2232	2232	Skyscanner	TRAVEL_AND_LOCAL	4.5	481546	29000	10000000	Free	0.0	Everyone	2018	4
2233	2233	IHG®: Hotel Deals & Rewards	TRAVEL_AND_LOCAL	4.3	18622	44000	1000000	Free	0.0	Everyone	2018	4
2234	2234	SPG: Starwood Hotels & Resorts	TRAVEL_AND_LOCAL	4.2	8258	22000	1000000	Free	0.0	Everyone	2018	4
2235	2235	Hostelworld: Hostels & Cheap Hotels Travel App	TRAVEL_AND_LOCAL	4.4	17878	28000	1000000	Free	0.0	Everyone	2018	4
2236	2236	Hotels Combined - Cheap deals	TRAVEL_AND_LOCAL	4.1	17202	12000	10000000	Free	0.0	Everyone	2017	4
2237	2237	Turo - Better Than Car Rental	TRAVEL_AND_LOCAL	4.4	14114	46000	1000000	Free	0.0	Everyone	2018	5
2238	2238	Ascape VR: 360° Virtual Travel	TRAVEL_AND_LOCAL	4.1	890	7600	1000000	Free	0.0	Everyone	2017	4
2239	2239	Skyscanner	TRAVEL_AND_LOCAL	4.5	481546	29000	10000000	Free	0.0	Everyone	2018	4
2240	2240	GPS Status & Toolbox	TRAVEL_AND_LOCAL	4.5	149723	4100	10000000	Free	0.0	Everyone	2018	4
2241	2241	Airport + Flight Tracker Radar	TRAVEL_AND_LOCAL	4.2	6762	8500	1000000	Free	0.0	Everyone	2015	4
2242	2242	Scout GPS Navigation & Meet Up	TRAVEL_AND_LOCAL	4.2	120373	31000	10000000	Free	0.0	Everyone	2018	4
2243	2243	Street Panorama View	TRAVEL_AND_LOCAL	4.2	40225	4100	1000000	Free	0.0	Everyone	2018	4
2244	2244	DreamTrips	TRAVEL_AND_LOCAL	4.7	9971	22000	1000000	Free	0.0	Teen	2018	5
2245	2245	Sygic Truck GPS Navigation	TRAVEL_AND_LOCAL	4.2	18294	28000	1000000	Free	0.0	Everyone	2018	4
2246	2246	Moto File Manager	TOOLS	4.1	38655	5900	10000000	Free	0.0	Everyone	2018	5
2247	2247	Motorola Alert	TOOLS	4.2	24199	3900	10000000	Free	0.0	Everyone	2014	4
2248	2248	Cache Cleaner-DU Speed Booster (booster & cleaner)	TOOLS	4.5	12759663	15000	1000000000	Free	0.0	Everyone	2018	4
2249	2249	Moto Suggestions ™	TOOLS	4.6	308	4300	1000000	Free	0.0	Everyone	2018	8
2250	2250	myMetro	TOOLS	4.0	26189	5300	10000000	Free	0.0	Everyone	2018	4
2251	2251	My Telcel	TOOLS	3.1	45838	16000	10000000	Free	0.0	Everyone	2018	4
2252	2252	Calculator - free calculator, multi calculator app	TOOLS	4.6	25592	7500	10000000	Free	0.0	Everyone	2018	4
2253	2253	Calculator - free calculator ,multi calculator app	TOOLS	4.4	1236	5800	1000000	Free	0.0	Everyone	2018	4
2254	2254	SHAREit - Transfer & Share	TOOLS	4.6	7790693	17000	1000000000	Free	0.0	Everyone	2018	4
2255	2255	Files Go by Google: Free up space on your phone	TOOLS	4.6	315585	8500	10000000	Free	0.0	Everyone	2018	5
2256	2256	Nokia mobile support	TOOLS	4.4	12215	9100	10000000	Free	0.0	Everyone	2018	7
2257	2257	File Manager -- Take Command of Your Files Easily	TOOLS	4.2	127223	7600	10000000	Free	0.0	Everyone	2018	5
2258	2258	Samsung Calculator	TOOLS	4.4	9602	2500	1000000000	Free	0.0	Everyone	2018	7
2259	2259	Clear	TOOLS	3.1	24151	15000	10000000	Free	0.0	Everyone	2018	4
2260	2260	AT&T Smart Wi-Fi	TOOLS	3.9	18513	6100	10000000	Free	0.0	Everyone	2018	4
2261	2261	Sound Recorder: Recorder & Voice Changer Free	TOOLS	3.9	14552	17000	10000000	Free	0.0	Everyone	2018	5
2262	2262	TouchPal Keyboard for vivo	TOOLS	4.3	357	58000	1000000	Free	0.0	Everyone	2018	4
2263	2263	Google Assistant Go	TOOLS	3.7	315	4600	1000000	Free	0.0	Everyone	2018	8
2264	2264	My love	TOOLS	3.5	163997	16000	10000000	Free	0.0	Everyone	2018	4
2265	2265	DuraSpeed	TOOLS	3.8	5431	1300	10000000	Free	0.0	Everyone	2017	6
2266	2266	HTC Sense Input-LV	TOOLS	3.6	59	2300	10000	Free	0.0	Everyone	2014	4
2267	2267	HTC Sense Input-CA	TOOLS	3.1	124	1900	1000000	Free	0.0	Everyone	2014	4
2268	2268	HTC Sense Input-AR	TOOLS	3.8	1420	2700	1000000	Free	0.0	Everyone	2014	4
2269	2269	Digital Alarm Clock	TOOLS	4.2	118439	16000	10000000	Free	0.0	Everyone	2018	4
2270	2270	Alarm Clock Free	TOOLS	4.0	59973	11000	10000000	Free	0.0	Everyone	2018	4
2271	2271	Puzzle Alarm Clock ⏰	TOOLS	4.3	32111	5300	1000000	Free	0.0	Everyone	2018	4
2272	2272	I Can't Wake Up! Alarm Clock	TOOLS	4.5	70404	4200	1000000	Free	0.0	Everyone	2018	4
2273	2273	Brightest Flashlight - LED Light	TOOLS	4.5	876866	9100	10000000	Free	0.0	Everyone	2018	4
2274	2274	LED Flashlight	TOOLS	4.4	207706	4300	10000000	Free	0.0	Everyone	2017	3
2275	2275	CM Flashlight (Compass, SOS)	TOOLS	4.4	166367	1800	10000000	Free	0.0	Everyone	2018	2
2276	2276	Flashlight - Torch LED Light	TOOLS	4.4	192661	8500	10000000	Free	0.0	Everyone	2018	4
2277	2277	Super Flashlight + LED	TOOLS	4.3	54207	4400	10000000	Free	0.0	Everyone	2017	3
2278	2278	Brightest Flashlight Free ®	TOOLS	4.7	1335799	3800	10000000	Free	0.0	Everyone	2017	4
2279	2279	CALCU™ Stylish Calculator Free	TOOLS	4.7	152692	11000	10000000	Free	0.0	Everyone	2018	4
2280	2280	Calculator with Percent (Free)	TOOLS	4.8	48211	7400	1000000	Free	0.0	Everyone	2017	4
2281	2281	Graphing Calculator	TOOLS	3.9	12388	5300	1000000	Free	0.0	Everyone	2016	2
2282	2282	Unit Converter	TOOLS	4.5	85387	5400	1000000	Free	0.0	Everyone	2018	4
2283	2283	Calculator ++	TOOLS	4.6	33509	3600	1000000	Free	0.0	Everyone	2018	4
2284	2284	ConvertPad - Unit Converter	TOOLS	4.4	90831	4300	10000000	Free	0.0	Everyone	2017	4
2285	2285	Classic Calculator	TOOLS	4.0	85659	27000	10000000	Free	0.0	Everyone	2018	3
2286	2286	weight conversion calculator	TOOLS	4.0	807	1800	1000000	Free	0.0	Everyone	2018	2
2287	2287	Age Calculator	TOOLS	4.4	24265	3300	1000000	Free	0.0	Everyone	2017	4
2288	2288	EzCalculator	TOOLS	4.1	1657	2000	1000000	Free	0.0	Everyone	2017	5
2289	2289	SuperVPN Free VPN Client	TOOLS	4.3	576454	6100	10000000	Free	0.0	Everyone	2018	4
2290	2290	Hideman VPN	TOOLS	4.1	88675	9600	10000000	Free	0.0	Everyone	2018	4
2291	2291	Fast Secure VPN	TOOLS	4.3	56848	9600	1000000	Free	0.0	Everyone	2018	4
2292	2292	Free & Premium VPN - FinchVPN	TOOLS	4.2	19096	10000	1000000	Free	0.0	Everyone	2018	4
2293	2293	Hotspot Shield Free VPN Proxy & Wi-Fi Security	TOOLS	4.2	1116393	8200	10000000	Free	0.0	Everyone	2018	4
2294	2294	OpenVPN Connect – Fast & Safe SSL VPN Client	TOOLS	4.2	154578	14000	10000000	Free	0.0	Everyone	2018	4
2295	2295	VPN - Fast, Secure & Unlimited WiFi with VyprVPN	TOOLS	4.2	40676	25000	1000000	Free	0.0	Everyone	2018	4
2296	2296	FREEDOME VPN Unlimited anonymous Wifi Security	TOOLS	4.3	39833	9900	1000000	Free	0.0	Everyone	2018	4
2297	2297	SurfEasy Secure Android VPN	TOOLS	4.5	273283	22000	10000000	Free	0.0	Everyone	2018	4
2298	2298	VPN Free - Betternet Hotspot VPN & Private Browser	TOOLS	4.5	801054	8900	10000000	Free	0.0	Everyone	2018	4
2299	2299	Smart Keyboard Trial	TOOLS	4.1	65597	2400	10000000	Free	0.0	Everyone	2017	2
2300	2300	Emoji keyboard - Cute Emoticons, GIF, Stickers	TOOLS	4.4	1107320	25000	10000000	Free	0.0	Everyone	2018	4
2301	2301	Wifi Analyzer	TOOLS	4.4	335115	1800	10000000	Free	0.0	Everyone	2018	6
2302	2302	Network Signal Info	TOOLS	4.1	33926	17000	1000000	Free	0.0	Everyone	2018	4
2303	2303	osmino Wi-Fi: free WiFi	TOOLS	4.2	134203	4100	10000000	Free	0.0	Everyone	2018	4
2304	2304	WiFi Overview 360	TOOLS	4.1	15693	18000	1000000	Free	0.0	Everyone	2018	4
2305	2305	Speedcheck	TOOLS	4.6	48979	14000	1000000	Free	0.0	Everyone	2018	4
2306	2306	NETGEAR WiFi Analytics	TOOLS	4.1	9496	696	1000000	Free	0.0	Everyone	2014	2
2307	2307	Keypad Lock Screen	TOOLS	4.2	428581	4700	10000000	Free	0.0	Everyone	2018	4
2308	2308	photo keypad lockscreen	TOOLS	4.1	225544	8100	10000000	Free	0.0	Everyone	2018	4
2309	2309	Solo Locker (DIY Locker)	TOOLS	4.5	474439	7900	10000000	Free	0.0	Everyone	2018	4
2310	2310	Lock Screen	TOOLS	4.0	41137	4600	1000000	Free	0.0	Everyone	2017	3
2311	2311	ZERO Lock Screen	TOOLS	3.5	75336	544	1000000	Free	0.0	Everyone	2016	4
2312	2312	AppLock - Fingerprint	TOOLS	4.4	745245	3500	10000000	Free	0.0	Everyone	2018	2
2313	2313	Screen Off and Lock	TOOLS	4.1	172990	525	10000000	Free	0.0	Everyone	2017	2
2314	2314	Screen Lock	TOOLS	4.2	68309	2100	1000000	Free	0.0	Everyone	2017	4
2315	2315	Funny Ringtones	PERSONALIZATION	4.4	7146	14000	1000000	Free	0.0	Everyone 10+	2018	4
2316	2316	XOS - Launcher,Theme,Wallpaper	PERSONALIZATION	4.6	49657	8700	10000000	Free	0.0	Everyone	2018	4
2317	2317	3D Live Neon Weed Launcher	PERSONALIZATION	4.5	1724	21000	1000000	Free	0.0	Mature 17+	2018	4
2318	2318	Golden Launcher	PERSONALIZATION	4.4	32794	12000	10000000	Free	0.0	Everyone	2018	4
2319	2319	Launcher	PERSONALIZATION	4.5	102923	18000	1000000	Free	0.0	Everyone	2018	5
2320	2320	CM Launcher 3D - Theme, Wallpapers, Efficient	PERSONALIZATION	4.6	6702776	17000	1000000000	Free	0.0	Teen	2018	4
2321	2321	4K Wallpapers and Ultra HD Backgrounds	PERSONALIZATION	4.6	7583	3800	1000000	Free	0.0	Everyone 10+	2018	4
2322	2322	Birds Sounds Ringtones & Wallpapers	PERSONALIZATION	4.6	5073	23000	1000000	Free	0.0	Everyone 10+	2017	4
2323	2323	Funny Alarm Clock Ringtones	PERSONALIZATION	4.5	15633	14000	1000000	Free	0.0	Everyone	2017	4
2324	2324	Color Call - Caller Screen, LED Flash	PERSONALIZATION	4.7	29485	9900	1000000	Free	0.0	Everyone	2018	4
2325	2325	New Launcher 2018	PERSONALIZATION	4.4	142393	12000	10000000	Free	0.0	Everyone	2018	4
2326	2326	Diamond Zipper Lock Screen	PERSONALIZATION	4.3	71688	12000	10000000	Free	0.0	Everyone	2018	4
2327	2327	Emoji Keyboard - Cute Emoji,GIF, Sticker, Emoticon	PERSONALIZATION	4.7	114851	20000	10000000	Free	0.0	Everyone	2018	4
2328	2328	3D Blue Glass Water Keyboard Theme	PERSONALIZATION	4.1	62209	7400	10000000	Free	0.0	Everyone	2018	4
2329	2329	Backgrounds (HD Wallpapers)	PERSONALIZATION	4.7	202474	3000	10000000	Free	0.0	Teen	2017	4
2330	2330	New 2018 Keyboard	PERSONALIZATION	4.6	298321	14000	10000000	Free	0.0	Everyone	2018	4
2331	2331	APUS Launcher - Theme, Wallpaper, Hide Apps	PERSONALIZATION	4.5	5783441	14000	1000000000	Free	0.0	Everyone	2018	4
2332	2332	ZenUI Themes – Stylish Themes	PERSONALIZATION	4.4	47393	7200	10000000	Free	0.0	Everyone	2018	5
2333	2333	Keyboard - wallpapers , photos	PERSONALIZATION	4.4	55525	22000	10000000	Free	0.0	Everyone	2018	4
2334	2334	Lovely Cute Pink Kitty Cat Keyboard Theme	PERSONALIZATION	4.3	2267	7200	1000000	Free	0.0	Everyone	2018	4
2335	2335	Microsoft Launcher	PERSONALIZATION	4.6	649568	26000	10000000	Free	0.0	Everyone	2018	4
2336	2336	Goku Wallpaper Art	PERSONALIZATION	4.7	6342	38000	1000000	Free	0.0	Everyone	2018	4
2337	2337	Door Lock Screen	PERSONALIZATION	4.3	5413	3900	1000000	Free	0.0	Everyone	2018	4
2338	2338	Cute wallpapers & kawaii backgrounds images	PERSONALIZATION	4.6	4724	5400	1000000	Free	0.0	Everyone	2018	4
2339	2339	ASUS Cover for ZenFone 2	PERSONALIZATION	4.4	43960	9800	10000000	Free	0.0	Everyone	2017	5
2340	2340	Hola Launcher- Theme,Wallpaper	PERSONALIZATION	4.5	3277209	7600	1000000000	Free	0.0	Everyone	2018	4
2341	2341	OnePlus Icon Pack - Square	PERSONALIZATION	4.7	229	1100	1000000	Free	0.0	Everyone	2018	5
2342	2342	Live 3D Neon Blue Love Heart Keyboard Theme	PERSONALIZATION	4.3	6626	9100	1000000	Free	0.0	Everyone	2018	4
2343	2343	Pink Diamond Princess Keyboard Theme	PERSONALIZATION	3.7	10796	6800	1000000	Free	0.0	Everyone	2018	4
2344	2344	Wallpapers HD, 4K Backgrounds	PERSONALIZATION	4.7	273994	12000	10000000	Free	0.0	Everyone	2018	4
2345	2345	Photo Lock App - Hide Pictures & Videos	PERSONALIZATION	4.5	29203	3300	10000000	Free	0.0	Everyone	2017	4
2346	2346	Romantic Love Photo Frames	PERSONALIZATION	4.4	18918	12000	10000000	Free	0.0	Everyone	2018	4
2347	2347	Colorful Glitter Neon Butterfly Keyboard Theme	PERSONALIZATION	4.3	2056	9800	1000000	Free	0.0	Everyone	2018	4
2348	2348	OnePlus Icon Pack	PERSONALIZATION	4.8	440	920	1000000	Free	0.0	Everyone	2018	5
2349	2349	Water Garden Live Wallpaper	PERSONALIZATION	4.6	66453	14000	10000000	Free	0.0	Everyone	2018	2
2350	2350	Water Droplets Keyboard Theme	PERSONALIZATION	4.1	398	6800	1000000	Free	0.0	Everyone	2018	4
2351	2351	FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF	PERSONALIZATION	4.7	12089	27000	1000000	Free	0.0	Everyone	2018	4
2352	2352	Freeme Launcher—Stylish Theme	PERSONALIZATION	4.1	2828	7400	1000000	Free	0.0	Everyone	2017	4
2353	2353	Ringtones & Wallpapers for Me	PERSONALIZATION	4.2	89342	29000	10000000	Free	0.0	Everyone	2018	4
2354	2354	Zooper Widget	PERSONALIZATION	4.0	30498	5900	1000000	Free	0.0	Everyone	2015	3
2355	2355	Beautiful Widgets Pro	PERSONALIZATION	4.2	97890	14000	1000000	Paid	2.49	Everyone	2016	2
2356	2356	Beautiful Widgets Free	PERSONALIZATION	3.9	25037	14000	1000000	Free	0.0	Everyone	2016	2
2357	2357	HD Widgets	PERSONALIZATION	4.3	58617	26000	1000000	Paid	0.99	Everyone	2016	4
2358	2358	DashClock Widget	PERSONALIZATION	4.1	62301	1900	1000000	Free	0.0	Everyone	2016	4
2359	2359	Fancy Widgets	PERSONALIZATION	4.2	37237	3900	10000000	Free	0.0	Everyone	2014	1
2360	2360	Kairo XP (for HD Widgets)	PERSONALIZATION	4.4	1591	779	10000	Paid	0.99	Everyone	2015	4
2361	2361	Best Wallpapers QHD	PERSONALIZATION	4.4	294701	5100	10000000	Free	0.0	Teen	2018	4
2362	2362	Dog Licks Screen Wallpaper	PERSONALIZATION	4.3	63624	10000	10000000	Free	0.0	Everyone	2017	4
2363	2363	Waterfall Live Wallpaper	PERSONALIZATION	4.1	112977	13000	10000000	Free	0.0	Everyone	2018	4
2364	2364	Galaxy Live Wallpaper	PERSONALIZATION	4.2	58052	4000	10000000	Free	0.0	Teen	2017	2
2365	2365	Northern Lights FREE (Aurora)	PERSONALIZATION	4.1	12180	5400	1000000	Free	0.0	Everyone	2016	2
2366	2366	Flowers Live Wallpaper	PERSONALIZATION	4.1	118459	3300	10000000	Free	0.0	Everyone	2017	4
2367	2367	Petals 3D live wallpaper	PERSONALIZATION	4.2	112479	4300	10000000	Free	0.0	Everyone	2018	4
2368	2368	Galactic Core Free Wallpaper	PERSONALIZATION	4.1	69417	853	10000000	Free	0.0	Everyone	2014	2
2369	2369	LINE Launcher	PERSONALIZATION	4.4	733838	21000	10000000	Free	0.0	Everyone	2018	4
2370	2370	Asteroids 3D live wallpaper	PERSONALIZATION	4.1	157495	6400	10000000	Free	0.0	Everyone	2018	4
2371	2371	Sun Rise Free Live Wallpaper	PERSONALIZATION	4.3	86481	8600	10000000	Free	0.0	Everyone	2018	4
2372	2372	Wallpapers HD	PERSONALIZATION	4.6	484981	2100	10000000	Free	0.0	Everyone	2016	3
2373	2373	Tiger Live Wallpaper	PERSONALIZATION	4.1	77724	7100	10000000	Free	0.0	Teen	2018	4
2374	2374	Pink Roses Live Wallpaper	PERSONALIZATION	4.2	33074	3300	1000000	Free	0.0	Everyone	2018	4
2375	2375	Butterfly Live Wallpaper	PERSONALIZATION	4.1	35771	3500	10000000	Free	0.0	Everyone	2018	4
2376	2376	Koi Free Live Wallpaper	PERSONALIZATION	4.2	290241	4100	10000000	Free	0.0	Everyone	2014	2
2377	2377	Wallpaper	PERSONALIZATION	4.5	69488	9700	1000000	Free	0.0	Everyone	2018	4
2378	2378	Wolves Live Wallpaper	PERSONALIZATION	4.3	10401	3300	1000000	Free	0.0	Everyone	2017	4
2379	2379	Horses Live Wallpaper	PERSONALIZATION	4.2	28806	7100	1000000	Free	0.0	Everyone	2018	4
2380	2380	Tropical Beach Live Wallpaper	PERSONALIZATION	4.0	11343	8400	1000000	Free	0.0	Everyone	2018	4
2381	2381	Glowing Flowers Live Wallpaper	PERSONALIZATION	4.2	66730	7000	10000000	Free	0.0	Everyone	2018	4
2382	2382	Dolphins Live Wallpaper	PERSONALIZATION	4.2	25807	5500	1000000	Free	0.0	Everyone	2017	4
2383	2383	Buzz Launcher-Smart&Free Theme	PERSONALIZATION	4.4	251616	13000	10000000	Free	0.0	Everyone	2017	4
2384	2384	BIG Launcher	PERSONALIZATION	4.3	881	5900	10000	Paid	9.99	Everyone	2018	2
2385	2385	iKeyboard - emoji, emoticons	PERSONALIZATION	4.5	624924	24000	10000000	Free	0.0	Everyone	2018	4
2386	2386	Simple Neon Blue Future Tech Keyboard Theme	PERSONALIZATION	4.1	51145	6200	10000000	Free	0.0	Everyone	2018	4
2387	2387	TouchPal Purple Butterfly Theme	PERSONALIZATION	4.2	7435	6900	1000000	Free	0.0	Everyone	2018	4
2388	2388	Lavender Emoji Keyboard Theme	PERSONALIZATION	4.1	12008	6100	1000000	Free	0.0	Everyone	2016	4
2389	2389	AVG Cleaner – Speed, Battery & Memory Booster	PRODUCTIVITY	4.4	1188154	24000	10000000	Free	0.0	Everyone	2018	4
2390	2390	QR Scanner & Barcode Scanner 2018	PRODUCTIVITY	3.8	8226	4100	10000000	Free	0.0	Everyone	2018	4
2391	2391	Microsoft Outlook	PRODUCTIVITY	4.3	3252896	50000	1000000000	Free	0.0	Everyone	2018	4
2392	2392	My Claro Peru	PRODUCTIVITY	3.2	11200	11000	10000000	Free	0.0	Everyone	2018	4
2393	2393	Power Booster - Junk Cleaner & CPU Cooler & Boost	PRODUCTIVITY	4.5	9653	5100	1000000	Free	0.0	Everyone	2018	4
2394	2394	Google Assistant	PRODUCTIVITY	4.2	58675	1300	10000000	Free	0.0	Everyone	2018	5
2395	2395	Archos File Manager	PRODUCTIVITY	4.0	2131	2300	10000000	Free	0.0	Everyone	2016	4
2396	2396	ES File Explorer File Manager	PRODUCTIVITY	4.6	5383985	16000	1000000000	Free	0.0	Everyone	2018	4
2397	2397	MyMTN	PRODUCTIVITY	4.0	8550	15000	1000000	Free	0.0	Everyone	2018	4
2398	2398	ASUS Quick Memo	PRODUCTIVITY	4.5	23089	1600	10000000	Free	0.0	Everyone	2018	5
2399	2399	lifebox	PRODUCTIVITY	4.2	56403	49000	10000000	Free	0.0	Everyone	2018	4
2400	2400	Content Transfer	PRODUCTIVITY	4.7	19302	7200	10000000	Free	0.0	Everyone	2018	4
